0.00912121 	0.0259706
0.0192424 	0.0547545
0.0293636 	0.0834656
0.0394848 	0.112066
0.0496061 	0.140518
0.0597273 	0.168786
0.0698485 	0.196833
0.0799697 	0.224623
0.0900909 	0.252124
0.100212 	0.279301
0.110333 	0.306123
0.120455 	0.33256
0.130576 	0.358583
0.140697 	0.384164
0.150818 	0.409278
0.160939 	0.433902
0.171061 	0.458012
0.181182 	0.481589
0.191303 	0.504615
0.201424 	0.527072
0.211545 	0.548946
0.221667 	0.570226
0.231788 	0.590899
0.241909 	0.610958
0.25203 	0.630397
0.262152 	0.649208
0.272273 	0.667389
0.282394 	0.684939
0.292515 	0.701858
0.302636 	0.718143
0.312758 	0.733804
0.322879 	0.748845
0.333 	0.763271
0.343121 	0.77709
0.353242 	0.790312
0.363364 	0.802947
0.373485 	0.815005
0.383606 	0.826497
0.393727 	0.837439
0.403848 	0.847842
0.41397 	0.857722
0.424091 	0.867093
0.434212 	0.87597
0.444333 	0.88437
0.454455 	0.892308
0.464576 	0.8998
0.474697 	0.906864
0.484818 	0.913516
0.494939 	0.919773
0.505061 	0.92565
0.515182 	0.931164
0.525303 	0.936333
0.535424 	0.941171
0.545545 	0.945695
0.555667 	0.94992
0.565788 	0.953861
0.575909 	0.957533
0.58603 	0.960951
0.596152 	0.964129
0.606273 	0.967079
0.616394 	0.969816
0.626515 	0.972352
0.636636 	0.974699
0.646758 	0.976868
0.656879 	0.978872
0.667 	0.98072
0.677121 	0.982422
0.687242 	0.983989
0.697364 	0.985429
0.707485 	0.986752
0.717606 	0.987964
0.727727 	0.989075
0.737848 	0.990092
0.74797 	0.991021
0.758091 	0.991869
0.768212 	0.992643
0.778333 	0.993347
0.788455 	0.993989
0.798576 	0.99457
0.808697 	0.995098
0.818818 	0.995576
0.828939 	0.996008
0.839061 	0.996396
0.849182 	0.996747
0.859303 	0.997062
0.869424 	0.997343
0.879545 	0.997593
0.889667 	0.997816
0.899788 	0.998012
0.909909 	0.998184
0.92003 	0.998334
0.930152 	0.998462
0.940273 	0.998571
0.950394 	0.998661
0.960515 	0.998733
0.970636 	0.998788
0.980758 	0.998826
0.990879 	0.998848
